 


Daily Averaged Summary
RIVERSIDE MUNI AP (CA)
WBAN ID: 03171
Lat/Lon/Elev: 33.9519/-117.4386/805ft.
 
Date,Max Hourly Temp (F),Min Hourly Temp (F),Mean Hourly Temp (F),Max Dew Point Temp (F),Min Dew Point Temp (F),Mean Dew Point Temp (F),Min RH (%),Max RH (%),Mean Pres (inHg),Mean Wind Speed (mph),Max Wind Speed (mph),Max Wind Gust (mph),Mean Wind Dir (deg),Total Precip (in),Max Hourly Precip (in),
2019-08-18,89,60,71.5,60,55,58.4,33,88,982.46,5.0,11,20,M,0.00,0.00,
2019-08-19,92,62,74.5,60,54,58.1,30,88,983.42,5.7,17,17,288.4,0.00,0.00,
2019-08-20,96,63,78.1,60,41,55.9,16,83,982.85,4.4,14,18,313.2,0.00,0.00,
2019-08-21,100,62,80.5,56,46,52.3,16,77,979.90,4.4,14,21,M,0.00,0.00,
2019-08-22,93,64,75.3,61,49,55.3,25,83,978.50,5.5,15,22,M,0.00,0.00,
2019-08-23,90,60,73.0,60,55,58.3,32,88,981.12,4.5,13,0,M,0.00,0.00,
2019-08-24,99,65,80.4,62,53,58.6,24,83,983.31,5.4,17,23,316.5,0.00,0.00,
2019-08-25,99,67,81.4,62,49,57.0,24,83,984.08,5.4,18,24,305.6,0.00,0.00,
2019-08-26,99,71,82.5,57,45,52.1,18,54,981.28,5.1,15,0,M,M,M,
2019-08-27,98,69,80.3,62,53,57.9,27,78,980.67,5.8,15,22,M,0.00,0.00,
2019-08-28,91,66,76.9,63,59,61.8,36,88,983.51,6.0,15,21,M,0.00,0.00,
2019-08-29,98,67,80.5,64,58,62.0,31,88,984.33,4.8,13,0,M,0.00,0.00,
2019-08-30,98,69,82.0,60,54,58.9,26,73,983.66,4.0,14,18,315.2,0.00,0.00,
2019-08-31,100,66,81.3,62,47,57.6,17,78,982.23,3.6,13,0,M,M,0.00,
2019-09-01,99,68,81.7,63,57,60.7,27,78,982.05,3.9,13,0,319.1,0.00,0.00,
2019-09-02,100,71,83.3,64,54,59.6,26,73,983.63,4.8,16,23,322.4,0.00,0.00,
2019-09-03,98,74,85.2,63,50,58.8,31,57,982.60,5.1,17,18,M,0.00,0.00,
2019-09-04,103,73,86.0,60,52,56.6,23,54,981.12,5.0,17,23,326.9,0.00,0.00,
2019-09-05,98,76,85.0,62,55,58.7,25,61,983.97,4.6,16,26,M,0.00,0.00,
2019-09-06,98,71,83.1,58,53,56.2,24,61,985.88,4.8,17,17,M,0.00,0.00,
2019-09-07,94,67,80.0,58,52,56.3,28,73,983.50,4.7,17,22,M,0.00,0.00,
2019-09-08,85,61,71.7,60,55,57.9,37,94,981.80,4.4,11,0,M,0.00,0.00,
2019-09-09,87,62,72.2,60,56,57.8,37,83,980.80,5.0,16,23,M,0.00,0.00,
2019-09-10,81,62,69.3,61,54,57.3,39,94,982.07,4.8,16,21,M,0.01,0.01,
2019-09-11,86,63,72.2,60,54,57.1,33,83,984.35,4.5,13,0,M,0.00,0.00,
2019-09-12,100,60,78.3,60,45,56.2,16,88,984.35,4.9,14,23,316.4,0.00,0.00,
2019-09-13,103,65,83.2,59,34,50.7,9,77,983.28,5.1,18,22,351.6,0.00,0.00,
2019-09-14,104,64,82.9,54,42,49.0,13,68,982.55,5.5,17,23,339.2,0.00,0.00,
2019-09-15,99,66,80.1,52,38,47.5,13,60,981.76,4.7,21,23,341.7,0.00,0.00,
2019-09-16,89,65,75.2,59,43,53.0,21,77,982.51,4.6,18,24,M,0.00,0.00,
2019-09-17,88,59,72.0,60,39,53.1,23,83,983.49,4.1,14,21,314.2,0.00,0.00,
2019-09-18,87,61,71.8,59,52,55.2,31,83,982.51,3.6,13,21,327.7,0.00,0.00,
2019-09-19,83,58,68.8,59,52,55.2,37,82,981.28,4.7,17,16,M,0.00,0.00,
2019-09-20,87,62,71.0,57,49,55.4,26,84,981.55,4.1,15,22,M,0.00,0.00,
2019-09-21,95,58,75.1,58,30,52.0,10,88,981.40,3.9,16,0,M,0.00,0.00,
2019-09-22,96,63,78.5,58,35,46.3,13,68,981.86,6.1,18,23,331.2,0.00,0.00,
2019-09-23,91,62,74.0,59,52,55.4,28,77,983.11,4.8,17,23,M,0.00,0.00,
2019-09-24,101,59,78.5,54,33,48.1,11,82,981.18,5.1,16,30,3.1,0.00,0.00,
2019-09-25,92,64,75.4,61,50,55.4,28,78,980.08,5.1,14,18,306.6,0.00,0.00,
2019-09-26,77,66,70.5,62,58,60.4,54,83,984.72,5.1,11,18,M,0.00,0.00,
2019-09-27,75,64,68.6,61,58,59.0,57,83,982.43,6.5,10,0,M,0.00,0.00,
2019-09-28,75,61,66.5,59,55,56.8,50,83,979.12,5.7,13,17,M,0.00,0.00,
2019-09-29,75,54,63.4,54,44,49.0,34,88,980.78,4.3,14,16,320.7,0.00,0.00,
2019-09-30,75,51,61.8,50,42,46.4,31,82,981.23,3.9,14,20,M,0.00,0.00,
2019-10-01,78,50,62.8,51,42,46.6,30,82,981.63,4.1,10,0,M,0.00,0.00,
2019-10-02,88,52,67.8,52,30,45.6,13,82,983.20,3.8,14,0,M,0.00,0.00,
2019-10-03,84,54,67.3,52,43,47.9,24,77,983.58,4.5,15,0,329.4,0.00,0.00,
2019-10-04,83,52,66.9,52,37,45.4,20,82,985.48,4.5,10,18,M,0.00,0.00,
2019-10-05,90,55,70.2,48,36,44.1,15,72,985.92,3.8,11,0,M,0.00,0.00,
2019-10-06,97,53,73.1,48,26,40.4,8,67,985.47,3.8,14,0,353.3,0.00,0.00,
2019-10-07,95,59,74.2,48,27,40.4,9,63,983.55,5.1,15,22,348.4,0.00,0.00,
2019-10-08,88,56,71.0,47,36,40.6,16,62,981.26,4.3,14,18,M,0.00,0.00,
2019-10-09,M,M,M,M,M,M,M,M,980.65,M,M,21,M,0.00,0.00,
2019-10-10,M,M,M,M,M,M,M,M,M,M,M,40,M,M,M,
2019-10-11,85,62,72.1,12,-1,4.7,4,14,984.35,9.3,14,25,48.8,0.00,0.00,
2019-10-12,88,52,69.3,43,12,25.5,7,59,981.33,4.3,16,20,8.4,0.00,0.00,
2019-10-13,82,51,64.8,55,33,44.8,21,88,981.15,6.3,15,23,321.6,0.00,0.00,
2019-10-14,77,58,65.3,55,47,52.2,34,88,983.63,3.0,10,0,325.3,0.00,0.00,
2019-10-15,93,51,70.5,51,28,45.1,10,88,984.87,3.1,13,0,16.3,0.00,0.00,
2019-10-16,94,59,74.0,51,37,43.7,14,64,982.05,5.1,15,20,356.8,0.00,0.00,
2019-10-17,81,59,67.2,55,47,51.5,32,77,979.19,4.3,13,23,330.4,0.00,0.00,
2019-10-18,82,55,66.2,53,41,48.9,25,88,982.39,4.3,13,20,M,0.00,0.00,
2019-10-19,82,51,65.7,51,34,45.2,18,72,982.27,4.3,15,0,M,0.00,0.00,
2019-10-20,87,51,70.6,48,29,37.2,13,82,982.50,5.9,18,32,26.4,0.00,0.00,
2019-10-21,94,56,75.2,39,29,33.4,11,44,986.30,5.5,9,18,52.8,0.00,0.00,
2019-10-22,97,60,76.6,39,27,33.1,8,39,M,4.7,8,0,38.9,M,M,
2019-10-23,97,60,75.8,41,26,35.1,8,42,M,4.8,15,0,M,M,M,
2019-10-24,90,65,79.5,35,4,14.1,5,32,M,9.5,22,34,22.6,M,M,
2019-10-25,94,63,77.1,32,18,23.1,7,30,M,5.1,9,17,M,M,M,
2019-10-26,90,58,72.7,35,25,28.9,10,36,979.84,3.9,13,17,M,0.00,0.00,
2019-10-27,74,54,62.9,53,11,35.6,13,72,979.11,5.3,14,36,M,M,0.00,
2019-10-28,76,51,64.2,24,4,9.8,6,35,984.85,7.6,16,33,33.5,0.00,0.00,
2019-10-29,73,45,58.2,45,17,33.5,26,71,983.18,4.3,13,0,M,0.00,0.00,
2019-10-30,67,51,59.3,42,-8,-2.7,5,71,990.80,13.1,20,38,34.2,0.00,0.00,
2019-10-31,76,54,63.4,3,-9,-4.8,4,13,990.01,10.8,16,26,58.3,0.00,0.00,
2019-11-01,85,45,64.4,13,-12,1.6,2,26,988.50,5.4,11,20,41.1,M,0.00,
2019-11-02,86,49,65.8,32,-2,15.1,4,41,987.02,3.7,9,0,M,0.00,0.00,
2019-11-03,83,47,63.7,34,9,23.3,6,44,984.82,4.9,14,22,27.0,0.00,0.00,
2019-11-04,85,48,64.5,42,14,30.4,7,58,984.59,3.8,11,0,25.8,M,M,
2019-11-05,87,49,66.4,47,26,36.8,11,67,985.30,4.0,11,0,0.0,M,0.00,
2019-11-06,79,51,63.1,53,40,46.1,26,77,985.25,3.1,11,0,328.6,M,M,
2019-11-07,83,48,63.9,52,39,48.2,22,94,988.13,2.6,11,0,335.2,0.00,0.00,
2019-11-08,91,49,70.3,44,23,31.8,9,66,988.47,3.4,9,0,M,0.00,0.00,
2019-11-09,91,55,70.9,36,16,27.4,6,34,986.08,4.0,8,0,29.8,M,0.00,
2019-11-10,81,52,64.5,51,25,37.0,16,72,985.27,3.2,11,0,348.4,M,M,
2019-11-11,78,53,61.7,54,47,51.1,34,100,986.52,2.8,8,0,325.6,M,0.00,
2019-11-12,86,50,65.3,49,34,43.5,16,87,986.82,2.6,11,0,339.5,M,M,
2019-11-13,79,51,62.7,54,37,45.0,22,82,985.97,2.7,11,0,335.8,M,M,
2019-11-14,77,50,60.9,53,41,49.2,28,87,988.61,3.2,11,0,329.8,M,M,
2019-11-15,70,51,57.6,53,47,50.4,43,94,987.65,2.3,10,0,340.4,0.00,0.00,
2019-11-16,88,48,67.1,48,24,38.0,10,94,985.02,4.8,13,22,16.7,0.00,0.00,
2019-11-17,90,58,73.9,33,22,25.8,9,41,985.27,5.2,8,18,M,0.00,0.00,
2019-11-18,91,53,70.9,33,16,26.0,7,35,982.25,3.8,8,0,M,0.00,0.00,
2019-11-19,80,59,67.4,55,29,38.8,15,82,975.65,4.6,16,23,M,0.00,0.00,
2019-11-20,60,50,54.2,52,40,44.7,54,88,973.17,6.8,15,20,111.0,0.09,0.07,
2019-11-21,64,50,55.4,49,44,46.0,49,87,982.58,2.1,9,0,343.4,M,0.00,
2019-11-22,70,48,58.3,48,37,42.2,31,93,989.74,1.9,9,0,23.0,0.00,0.00,
2019-11-23,73,49,61.3,41,29,34.5,22,71,989.47,7.8,17,26,45.3,M,0.00,
2019-11-24,76,50,61.9,34,23,29.7,14,54,M,4.9,13,18,M,M,M,
2019-11-25,69,44,56.5,49,19,34.7,21,72,981.33,4.8,13,24,358.1,0.00,0.00,
2019-11-26,66,50,58.0,33,12,18.9,12,41,981.79,6.3,14,29,M,0.00,0.00,
2019-11-27,58,45,49.1,47,28,39.3,40,93,975.30,4.1,13,16,8.3,0.25,0.09,
2019-11-28,48,42,44.8,44,39,41.5,81,93,973.50,4.5,9,0,54.4,1.44,0.23,
2019-11-29,54,39,45.7,41,32,37.7,44,93,981.42,4.9,18,20,342.9,M,0.03,
2019-11-30,57,41,49.8,41,35,37.7,44,87,990.31,3.8,7,0,32.1,0.00,0.00,
2019-12-01,63,44,53.2,39,34,36.7,34,77,989.29,3.3,8,M,M,0.00,0.00,
2019-12-02,70,45,56.7,44,35,39.3,31,76,989.42,2.8,7,0,29.5,0.00,0.00,
2019-12-03,69,49,59.2,45,39,42.3,38,81,987.29,2.6,6,0,30.6,0.00,0.00,
2019-12-04,58,52,54.9,54,42,50.8,59,94,984.78,2.3,8,0,3.0,0.84,0.17,
2019-12-05,64,48,56.4,51,44,47.9,48,94,989.16,2.0,6,0,28.0,0.00,0.00,
2019-12-06,69,50,57.9,55,44,48.7,40,94,990.45,3.5,9,0,26.4,0.04,0.02,
2019-12-07,63,55,58.7,58,52,55.1,77,94,989.80,1.6,6,0,1.9,0.01,0.01,
2019-12-08,64,53,58.0,56,49,53.6,56,94,986.97,3.4,11,17,322.9,0.04,0.02,
2019-12-09,65,49,55.1,51,44,48.1,52,94,988.07,4.0,11,0,311.5,0.00,0.00,
2019-12-10,66,42,54.1,46,38,42.8,35,93,992.33,2.8,6,0,20.5,0.00,0.00,
2019-12-11,65,42,53.6,43,35,40.0,34,87,991.78,2.2,7,0,7.4,0.00,0.00,
2019-12-12,70,47,57.2,48,42,43.7,39,87,992.01,2.4,6,0,9.4,0.00,0.00,
2019-12-13,72,48,58.2,51,42,46.6,40,94,988.86,3.3,9,0,352.4,0.00,0.00,
2019-12-14,61,51,55.5,54,48,51.7,77,94,M,1.2,7,0,356.5,M,M,
2019-12-15,61,46,53.0,48,25,38.8,32,93,986.41,4.2,9,17,351.0,M,M,
2019-12-16,62,39,52.4,31,11,20.2,17,65,M,9.0,16,33,34.5,M,M,
2019-12-17,63,42,52.4,17,8,12.5,12,37,993.55,7.5,14,23,M,0.00,0.00,
2019-12-18,62,37,48.0,25,15,20.0,18,52,987.84,4.2,10,0,43.7,0.00,0.00,
2019-12-19,66,35,51.0,30,15,23.8,16,70,989.80,3.5,8,0,M,0.00,0.00,
2019-12-20,74,45,57.8,30,22,25.5,15,49,992.50,5.6,9,0,52.4,0.00,0.00,
2019-12-21,72,46,56.3,33,22,28.4,20,53,988.96,2.9,6,0,45.0,0.00,0.00,
2019-12-22,66,48,56.9,33,25,28.9,21,50,983.88,4.9,11,0,49.0,0.00,0.00,
2019-12-23,56,48,50.0,47,31,44.5,38,93,981.00,3.4,18,23,13.5,M,0.05,
2019-12-24,57,43,49.0,48,39,43.6,51,100,981.41,4.1,11,0,315.3,0.00,0.00,
2019-12-25,53,43,48.9,44,39,42.3,58,93,983.36,4.7,11,0,71.0,0.01,0.01,
2019-12-26,49,42,45.7,43,34,38.8,57,93,980.10,4.9,8,0,M,M,0.07,
2019-12-27,59,42,49.8,39,27,34.2,33,82,983.78,4.5,8,16,M,0.00,0.00,
2019-12-28,58,37,47.0,43,31,38.1,55,89,988.79,1.9,6,0,13.1,0.00,0.00,
2019-12-29,59,39,48.8,42,30,35.8,44,87,990.34,2.0,7,0,22.6,0.00,0.00,
2019-12-30,58,46,52.5,35,25,29.8,30,66,985.90,6.7,14,26,42.2,0.00,0.00,
2019-12-31,67,48,58.3,34,28,29.8,17,54,986.77,10.3,24,32,32.0,0.00,0.00,
2020-01-01,65,43,52.8,44,32,36.0,31,87,985.92,3.3,7,0,2.2,0.00,0.00,
2020-01-02,72,42,55.2,45,26,38.5,20,87,985.18,4.5,11,23,M,0.00,0.00,
2020-01-03,71,44,56.7,42,32,37.2,30,71,993.29,4.0,8,0,14.5,0.00,0.00,
2020-01-04,68,41,54.2,41,35,38.9,33,81,995.94,3.8,9,0,26.4,0.00,0.00,
2020-01-05,71,41,57.4,39,25,33.9,19,79,994.29,6.2,15,31,33.9,0.00,0.00,
2020-01-06,74,52,62.7,26,14,19.6,11,35,995.07,7.7,14,22,59.2,0.00,0.00,
2020-01-07,76,49,61.4,31,17,24.2,14,46,989.46,4.1,11,20,47.0,0.00,0.00,
2020-01-08,62,41,51.0,46,29,37.6,39,82,985.55,3.8,14,0,M,0.00,0.00,
2020-01-09,58,45,50.7,46,40,42.6,59,87,984.77,1.9,8,0,M,0.00,0.00,
2020-01-10,65,40,51.0,44,31,38.0,28,89,992.21,2.7,7,0,7.5,0.00,0.00,
2020-01-11,62,39,49.3,45,33,39.4,48,87,990.04,3.6,7,0,M,0.00,0.00,
2020-01-12,60,41,49.7,44,38,41.3,48,93,988.08,2.5,6,0,3.4,0.00,0.00,
2020-01-13,61,45,51.8,44,41,42.5,48,87,988.82,1.2,5,0,354.7,0.00,0.00,
2020-01-14,60,40,49.5,45,37,41.8,55,89,988.88,3.0,6,0,M,0.00,0.00,
2020-01-15,64,42,51.5,44,40,41.9,43,100,985.92,2.3,8,0,2.7,0.00,0.00,
2020-01-16,59,39,49.0,45,33,40.3,59,87,987.37,4.4,15,24,324.9,0.00,0.00,
2020-01-17,61,43,51.6,46,38,42.6,42,93,991.98,1.8,6,0,M,0.08,0.03,
2020-01-18,69,42,57.5,36,16,25.7,16,71,991.84,8.2,17,25,51.0,0.00,0.00,
2020-01-19,76,56,64.6,34,18,23.2,15,41,988.91,7.8,15,23,52.1,0.00,0.00,
2020-01-20,61,49,55.5,48,35,42.4,47,82,987.97,3.2,10,0,324.4,0.00,0.00,
2020-01-21,57,51,54.2,50,46,47.3,67,88,990.38,3.2,9,0,313.7,0.00,0.00,
2020-01-22,63,48,54.2,47,45,45.9,54,93,991.04,1.1,6,0,358.3,0.00,0.00,
2020-01-23,78,45,60.2,47,36,41.2,23,93,988.83,4.8,13,17,31.7,0.00,0.00,
2020-01-24,74,47,58.8,45,37,40.7,27,76,985.88,3.9,10,0,5.6,0.00,0.00,
2020-01-25,75,44,58.3,49,38,43.0,29,82,987.32,4.2,11,0,350.5,0.00,0.00,
2020-01-26,57,48,51.0,50,44,47.2,72,100,990.47,2.2,13,0,340.3,0.00,0.00,
2020-01-27,74,45,56.6,49,35,42.6,32,93,991.98,2.9,8,0,346.2,0.00,0.00,
2020-01-28,74,47,59.1,44,34,37.9,25,66,989.80,3.9,9,0,356.3,0.00,0.00,
2020-01-29,69,43,59.5,39,16,26.1,14,81,986.51,11.1,24,46,20.7,0.00,0.00,
2020-01-30,76,54,65.2,29,13,20.2,9,38,988.97,7.1,15,29,M,0.00,0.00,
2020-01-31,80,52,63.9,32,21,27.9,13,43,993.04,5.2,9,0,49.4,0.00,0.00,
2020-02-01,84,49,66.0,35,28,30.9,13,46,991.84,4.9,8,0,42.7,0.00,0.00,
2020-02-02,75,46,59.0,50,31,40.3,22,82,983.26,5.6,16,22,M,0.00,0.00,
2020-02-03,56,47,51.8,48,-2,8.8,11,82,981.84,15.1,23,43,20.3,0.00,0.00,
2020-02-04,56,43,49.5,3,-14,-3.4,6,18,989.98,11.3,25,36,M,0.00,0.00,
2020-02-05,61,36,48.9,31,2,15.0,14,57,991.00,5.0,15,20,M,0.00,0.00,
2020-02-06,65,38,50.8,33,25,28.9,24,65,989.74,3.4,11,0,358.2,0.00,0.00,
2020-02-07,69,38,53.8,39,31,35.6,31,76,988.05,4.1,8,0,15.0,0.00,0.00,
2020-02-08,71,42,54.5,46,34,39.7,31,93,985.22,3.5,10,0,334.1,0.00,0.00,
2020-02-09,59,49,52.7,48,30,41.2,41,94,980.54,6.9,14,26,59.3,0.03,0.02,
2020-02-10,69,53,61.0,31,9,23.8,10,41,980.83,12.7,24,40,15.2,0.00,0.00,
2020-02-11,69,48,61.0,32,0,14.0,6,50,985.84,13.5,29,43,7.8,0.00,0.00,
2020-02-12,67,41,52.7,35,22,29.2,27,66,988.40,4.3,13,17,8.8,0.00,0.00,
2020-02-13,71,42,55.0,41,30,35.4,22,73,987.42,3.5,11,0,350.8,0.00,0.00,
2020-02-14,69,43,55.1,40,32,35.8,25,76,987.85,3.6,11,0,345.3,0.00,0.00,
2020-02-15,71,42,55.6,45,28,37.6,21,79,990.53,3.6,9,0,0.2,0.00,0.00,
2020-02-16,72,45,56.7,43,34,39.5,25,81,988.35,3.6,11,0,345.1,0.00,0.00,
2020-02-17,73,44,57.8,46,39,42.4,29,82,983.85,3.9,13,0,M,0.00,0.00,
2020-02-18,76,46,58.2,50,37,45.0,25,87,984.90,3.4,14,0,329.4,0.00,0.00,
2020-02-19,71,51,58.5,50,44,47.2,40,88,987.25,3.6,10,0,M,0.00,0.00,
2020-02-20,81,44,63.4,44,24,34.7,16,87,988.00,3.0,10,0,26.6,0.00,0.00,
2020-02-21,81,49,64.4,50,27,34.8,14,77,986.07,5.3,11,18,M,0.00,0.00,
2020-02-22,60,52,55.3,50,40,45.8,45,82,987.40,3.5,10,17,29.2,0.03,0.03,
2020-02-23,65,49,56.0,49,44,46.0,47,87,993.41,3.5,7,0,M,0.00,0.00,
2020-02-24,76,44,58.0,49,41,45.7,34,87,991.33,5.3,14,0,340.9,0.00,0.00,
2020-02-25,80,50,67.2,46,3,15.5,6,77,992.28,9.2,17,34,27.8,0.00,0.00,
2020-02-26,80,50,64.1,23,10,16.9,7,33,994.26,6.1,11,20,63.0,0.00,0.00,
2020-02-27,82,50,66.7,31,19,23.2,10,40,991.61,5.7,11,0,60.7,0.00,0.00,
2020-02-28,84,56,69.2,33,14,24.7,8,38,989.44,5.0,11,0,M,0.00,0.00,
2020-02-29,73,50,59.0,49,27,35.7,20,77,987.12,4.5,11,20,M,0.00,0.00,
2020-03-01,60,48,52.4,46,38,42.4,42,82,984.22,7.0,21,25,291.3,0.00,0.00,
2020-03-02,67,45,58.2,41,13,27.3,14,76,981.55,10.4,22,37,28.3,0.00,0.00,
2020-03-03,80,56,67.3,34,11,21.3,12,44,983.73,9.5,26,34,1.3,0.00,0.00,
2020-03-04,76,47,60.0,50,28,38.2,20,77,989.21,3.5,11,18,328.1,0.00,0.00,
2020-03-05,82,47,64.5,50,39,45.9,22,100,989.05,3.3,11,0,340.7,0.00,0.00,
2020-03-06,77,52,61.6,51,41,45.7,31,88,985.67,5.8,16,24,313.7,0.00,0.00,
2020-03-07,64,52,56.9,51,41,45.3,42,88,985.30,7.1,16,21,M,0.00,0.00,
2020-03-08,65,50,55.7,47,35,41.9,36,82,986.46,4.4,15,22,M,0.00,0.00,
2020-03-09,73,46,59.5,51,34,39.2,23,88,987.92,3.6,13,0,M,0.10,0.08,
2020-03-10,68,54,58.9,57,50,52.4,64,94,986.88,5.9,15,21,76.8,0.52,0.17,
2020-03-11,72,52,61.2,53,42,49.7,35,94,985.65,3.3,13,0,M,0.00,0.00,
2020-03-12,59,50,53.4,53,48,49.4,77,94,980.09,5.6,16,24,12.1,1.53,0.41,
2020-03-13,56,50,53.2,51,48,50.1,77,94,983.52,1.4,8,0,350.9,0.08,0.02,
2020-03-14,60,53,55.6,51,49,49.7,63,94,988.98,3.5,10,0,311.9,0.00,0.00,
2020-03-15,61,49,55.0,50,41,46.1,52,89,989.33,4.4,11,0,307.7,0.00,0.00,
2020-03-16,62,49,54.2,47,41,43.5,45,93,985.82,6.0,15,22,157.5,0.18,0.08,
2020-03-17,58,44,50.9,45,33,38.4,40,93,984.19,3.5,11,0,303.9,0.03,0.02,
2020-03-18,57,40,48.5,40,34,37.1,41,87,979.60,5.8,14,0,92.1,0.00,0.00,
2020-03-19,56,46,49.9,47,39,43.9,54,93,988.27,3.5,15,16,M,0.25,0.10,
2020-03-20,62,46,54.4,47,41,44.7,48,93,991.38,2.4,7,0,354.1,0.01,0.01,
2020-03-21,66,46,55.7,47,43,45.4,46,93,989.88,3.8,15,18,M,0.00,0.00,
2020-03-22,69,46,56.9,52,42,46.1,41,94,988.81,4.3,11,17,M,0.45,0.14,
2020-03-23,65,51,56.4,52,44,46.8,49,88,989.88,7.1,14,20,270.7,0.49,0.18,
2020-03-24,64,50,55.6,48,44,45.7,54,87,990.45,6.1,16,0,293.2,0.00,0.00,
2020-03-25,63,50,54.7,45,40,42.5,42,82,987.01,6.4,16,17,268.4,0.00,0.00,
2020-03-26,60,43,51.1,40,29,35.5,31,81,985.38,8.0,16,28,245.6,0.00,0.00,
2020-03-27,63,42,51.9,39,29,35.3,27,82,988.41,5.7,17,23,317.2,0.00,0.00,
2020-03-28,65,40,53.8,44,35,37.9,35,83,990.07,4.4,14,16,330.5,0.00,0.00,
2020-03-29,64,44,54.6,46,40,43.2,45,87,988.65,5.4,16,23,315.3,0.00,0.00,
2020-03-30,73,46,58.7,48,40,44.0,31,87,991.60,3.5,11,0,M,0.00,0.00,
2020-03-31,77,51,63.5,48,41,45.0,28,80,985.45,3.1,10,0,355.1,0.00,0.00,
2020-04-01,74,53,62.4,51,46,48.5,41,88,981.05,4.6,15,21,305.3,0.00,0.00,
2020-04-02,69,55,60.4,51,45,48.6,44,88,983.88,3.8,14,23,M,0.00,0.00,
2020-04-03,69,52,59.0,49,45,47.3,40,87,983.49,5.4,13,18,298.8,0.00,0.00,
2020-04-04,68,53,58.6,50,45,47.2,43,88,982.11,4.5,13,21,M,0.00,0.00,
2020-04-05,60,53,56.3,49,45,46.2,55,77,981.93,4.0,11,22,316.4,0.00,0.00,
2020-04-06,57,51,53.3,52,46,49.4,77,94,983.55,3.6,13,0,348.5,0.99,0.21,
2020-04-07,60,50,54.0,53,42,47.8,63,94,986.14,5.2,15,24,38.0,0.31,0.11,
2020-04-08,60,48,52.2,47,37,42.4,42,93,986.41,5.9,15,20,288.2,0.13,0.04,
2020-04-09,53,48,50.0,48,41,45.0,76,93,989.11,4.7,9,0,56.6,0.71,0.16,
2020-04-10,58,47,51.9,46,42,44.5,59,93,985.36,6.1,13,0,54.3,0.49,0.09,
2020-04-11,68,48,57.4,51,45,48.7,49,93,985.00,4.0,10,18,M,0.00,0.00,
2020-04-12,61,53,56.3,51,49,50.0,63,94,987.44,4.0,7,0,304.6,0.02,0.01,
2020-04-13,62,52,56.6,50,48,49.3,59,88,989.50,3.9,14,17,306.4,0.00,0.00,
2020-04-14,79,50,64.8,50,24,34.0,14,87,989.35,5.3,17,26,9.0,0.00,0.00,
2020-04-15,81,50,65.0,42,26,36.0,13,62,986.45,5.7,18,23,336.5,0.00,0.00,
2020-04-16,75,51,62.2,48,38,42.6,25,82,983.59,4.0,15,23,M,0.00,0.00,
2020-04-17,68,50,57.9,49,43,47.1,49,87,984.68,4.6,20,25,M,0.00,0.00,
2020-04-18,63,53,57.8,49,46,47.4,56,83,987.40,6.4,14,18,M,0.00,0.00,
2020-04-19,67,53,58.6,49,45,47.4,49,86,987.11,6.0,15,17,M,0.00,0.00,
2020-04-20,66,54,59.4,50,48,49.0,52,82,987.80,5.0,10,17,M,0.00,0.00,
2020-04-21,73,54,61.6,52,48,49.5,44,82,988.46,6.9,17,22,M,0.00,0.00,
2020-04-22,87,50,69.2,52,46,48.6,25,87,988.15,4.9,15,18,318.2,0.00,0.00,
2020-04-23,90,56,73.0,55,48,50.5,26,77,984.02,4.1,15,0,329.8,0.00,0.00,
2020-04-24,97,59,79.6,56,41,48.3,15,77,982.85,4.7,14,20,M,M,0.00,
2020-04-25,93,62,77.4,57,47,51.7,21,68,983.93,4.5,16,18,M,0.00,0.00,
2020-04-26,90,62,75.1,54,49,50.6,26,64,983.73,5.0,16,22,324.2,0.00,0.00,
2020-04-27,85,58,72.2,56,49,53.3,30,82,984.55,4.2,16,22,322.2,0.00,0.00,
2020-04-28,90,62,72.8,61,54,56.9,35,77,984.77,4.8,17,22,310.4,0.00,0.00,
2020-04-29,85,60,69.1,62,57,59.0,45,88,984.91,5.5,15,22,293.8,0.00,0.00,
2020-04-30,84,61,69.7,61,57,58.3,43,88,982.90,5.1,15,17,M,0.00,0.00,
2020-05-01,81,58,66.6,59,54,56.4,42,94,983.45,4.6,16,0,304.2,0.00,0.00,
2020-05-02,82,57,68.0,56,48,52.9,37,88,985.62,5.0,14,23,309.0,0.00,0.00,
2020-05-03,81,55,67.3,55,48,52.3,39,82,986.21,5.1,14,20,315.0,0.00,0.00,
2020-05-04,89,56,71.4,54,49,52.7,26,88,984.90,4.1,15,22,328.8,0.00,0.00,
2020-05-05,96,60,77.6,55,36,48.7,14,77,983.92,5.3,15,23,M,0.00,0.00,
2020-05-06,97,61,79.0,49,40,44.4,15,59,982.33,4.3,13,21,332.7,0.00,0.00,
2020-05-07,98,63,78.5,52,39,46.5,13,59,980.90,4.4,16,23,323.8,0.00,0.00,
2020-05-08,92,63,75.4,57,47,52.0,23,73,982.01,6.1,20,24,304.7,0.00,0.00,
2020-05-09,85,59,70.7,59,54,55.9,37,88,983.10,5.8,13,22,284.7,0.00,0.00,
2020-05-10,82,59,67.2,59,54,56.8,45,88,984.23,6.9,16,24,M,0.00,0.00,
2020-05-11,80,56,66.6,55,43,52.0,26,82,985.03,6.0,16,21,M,0.00,0.00,
2020-05-12,75,56,64.1,53,48,51.0,41,88,985.42,7.7,18,26,M,0.00,0.00,
2020-05-13,74,55,63.9,51,46,48.4,38,82,985.23,4.9,13,21,M,M,0.00,
